Mode,Mois,Année,Service,Aéroport d'origine,Aéroport de destination,Compagnie,Nbre mensuel de vols programmés par la Cie sur la relation,Nbre mensuel de vols assurés par la Cie sur la relation,Part (%) de vols assurés par la Cie sur la relation (mois),Nbre mensuel de vols annulés par la Cie sur la relation,Part (%) des vols annulés par la Cie sur la relation (mois),Part (%) de la Cie dans les vols en retard à l'arrivée sur la relation (mois),Part (%) des vols exploités par la Cie en retard à l'arrivée sur la relation (mois),Retard mensuel moyen à l'arrivée des vols exploités par la Cie sur la relation (min),Code Cie,Code Aero Départ,Code Aero Destination,retards moyennés sur tous les vols de la liaison - compagnie à l'arrivée
Avion,7,2019,International,AMSTERDAM,TOULOUSE,KLM,98,96,92.3,2,2,87.5,21.9,43,KLM,EHAM,LFBO,12
Avion,8,2019,International,AMSTERDAM,TOULOUSE,EASYJET,9,9,8.9,0,0,15,33.3,45,EZY,EHAM,LFBO,15
Avion,8,2019,International,AMSTERDAM,TOULOUSE,KLM,93,92,91.1,1,1.1,85,18.5,42,KLM,EHAM,LFBO,10
Avion,9,2019,International,AMSTERDAM,TOULOUSE,EASYJET,9,9,7.3,0,0,9.1,33.3,52,EZY,EHAM,LFBO,20
Avion,9,2019,International,AMSTERDAM,TOULOUSE,KLM,115,114,92.7,1,0.9,90.9,26.3,45,KLM,EHAM,LFBO,14
Avion,10,2018,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,100,100,50.76,0,0,31.58,6,27,AEE,LGAV,LFPG,3
Avion,10,2018,International,ATHÈNES,PARIS-CDG,AIR FRANCE,93,93,47.21,0,0,68.42,13.98,23,AFR,LGAV,LFPG,5
Avion,10,2018,International,ATHÈNES,PARIS-CDG,ASL AIRLINES / EUROPE AIRPOST,4,4,2.03,0,0,0,0,,FPO,LGAV,LFPG,0
Avion,11,2018,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,71,71,54.2,0,0,35.7,7,44,AEE,LGAV,LFPG,5
Avion,11,2018,International,ATHÈNES,PARIS-CDG,AIR FRANCE,60,60,45.8,0,0,64.3,15,31,AFR,LGAV,LFPG,5
Avion,12,2018,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,69,69,53.1,0,0,44.4,17.4,23,AEE,LGAV,LFPG,7
Avion,12,2018,International,ATHÈNES,PARIS-CDG,AIR FRANCE,62,61,46.9,1,1.6,55.6,24.6,35,AFR,LGAV,LFPG,11
Avion,1,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,66,66,60,0,0,50,6.1,55,AEE,LGAV,LFPG,4
Avion,1,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,44,44,40,0,0,50,9.1,72,AFR,LGAV,LFPG,8
Avion,2,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,56,56,54.9,0,0,27.3,5.4,43,AEE,LGAV,LFPG,3
Avion,2,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,46,46,45.1,0,0,72.7,17.4,27,AFR,LGAV,LFPG,6
Avion,3,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,66,66,51.2,0,0,0,0,,AEE,LGAV,LFPG,1
Avion,3,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,63,63,48.8,0,0,100,11.1,36,AFR,LGAV,LFPG,6
Avion,4,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,90,90,48.9,0,0,28,7.8,23,AEE,LGAV,LFPG,3
Avion,4,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,94,94,51.1,0,0,72,19.2,32,AFR,LGAV,LFPG,9
Avion,5,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,93,93,41.3,0,0,38.3,19.4,28,AEE,LGAV,LFPG,7
Avion,5,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,123,123,54.7,0,0,53.2,20.3,36,AFR,LGAV,LFPG,10
Avion,5,2019,International,ATHÈNES,PARIS-CDG,ASL AIRLINES FRANCE (EX EUROPE AIRPOST),4,4,1.8,0,0,6.4,75,26,FPO,LGAV,LFPG,21
Avion,5,2019,International,ATHÈNES,PARIS-CDG,TUIFLY BELGIUM,5,5,2.2,0,0,2.1,20,33,JAF,LGAV,LFPG,8
Avion,6,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,96,96,41,0,0,43.6,28.1,40,AEE,LGAV,LFPG,14
Avion,6,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,125,125,53.4,0,0,46.8,23.2,36,AFR,LGAV,LFPG,10
Avion,6,2019,International,ATHÈNES,PARIS-CDG,ASL AIRLINES FRANCE,9,9,3.9,0,0,6.5,44.4,63,FPO,LGAV,LFPG,28
Avion,6,2019,International,ATHÈNES,PARIS-CDG,TUIFLY BELGIUM,4,4,1.7000000000000002,0,0,3.2,50,32,JAF,LGAV,LFPG,16
Avion,7,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,112,112,39.3,0,0,39.5,40.2,36,AEE,LGAV,LFPG,17
Avion,7,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,158,158,55.4,0,0,50.9,36.7,37,AFR,LGAV,LFPG,16
Avion,7,2019,International,ATHÈNES,PARIS-CDG,ASL AIRLINES FRANCE,11,11,3.9,0,0,7,72.7,52,FPO,LGAV,LFPG,41
Avion,7,2019,International,ATHÈNES,PARIS-CDG,TUIFLY BELGIUM,4,4,1.4,0,0,2.6,75,43,JAF,LGAV,LFPG,32
Avion,8,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,115,115,36.5,0,0,39.3,28.7,30,AEE,LGAV,LFPG,11
Avion,8,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,182,182,57.8,0,0,48.8,22.5,35,AFR,LGAV,LFPG,10
Avion,8,2019,International,ATHÈNES,PARIS-CDG,ASL AIRLINES FRANCE,13,13,4.1,0,0,9.5,61.5,47,FPO,LGAV,LFPG,31
Avion,8,2019,International,ATHÈNES,PARIS-CDG,TUIFLY BELGIUM,5,5,1.6,0,0,2.4,40,63,JAF,LGAV,LFPG,25
Avion,9,2019,International,ATHÈNES,PARIS-CDG,AEGEAN AIRLINES,98,98,41.7,0,0,46.3,19.4,36,AEE,LGAV,LFPG,9
Avion,9,2019,International,ATHÈNES,PARIS-CDG,AIR FRANCE,124,123,52.3,1,0.8,39,13,35,AFR,LGAV,LFPG,7
Avion,9,2019,International,ATHÈNES,PARIS-CDG,ASL AIRLINES FRANCE,10,10,4.3,0,0,9.8,40,40,FPO,LGAV,LFPG,21
Avion,9,2019,International,ATHÈNES,PARIS-CDG,TUIFLY BELGIUM,4,4,1.7000000000000002,0,0,4.9,50,23,JAF,LGAV,LFPG,13
Avion,10,2018,International,ATLANTA,PARIS-CDG,AIR FRANCE,62,61,49.59,1,1.61,0,0,,AFR,KATL,LFPG,0
Avion,10,2018,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,62,62,50.41,0,0,100,9.68,106,DAL,KATL,LFPG,11
Avion,11,2018,International,ATLANTA,PARIS-CDG,AIR FRANCE,59,58,51.3,1,1.7000000000000002,50,8.6,58,AFR,KATL,LFPG,5
Avion,11,2018,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,55,55,48.7,0,0,50,9.1,90,DAL,KATL,LFPG,9
Avion,12,2018,International,ATLANTA,PARIS-CDG,AIR FRANCE,62,62,50.4,0,0,13.3,3.2,26,AFR,KATL,LFPG,1
Avion,12,2018,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,61,61,49.6,0,0,86.7,21.3,46,DAL,KATL,LFPG,11
Avion,1,2019,International,ATLANTA,PARIS-CDG,AIR FRANCE,61,61,49.6,0,0,38.9,11.5,31,AFR,KATL,LFPG,4
Avion,1,2019,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,62,62,50.4,0,0,61.1,17.7,59,DAL,KATL,LFPG,12
Avion,2,2019,International,ATLANTA,PARIS-CDG,AIR FRANCE,56,56,50,0,0,10,1.8,192,AFR,KATL,LFPG,4
Avion,2,2019,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,56,56,50,0,0,90,16.1,35,DAL,KATL,LFPG,8
Avion,3,2019,International,ATLANTA,PARIS-CDG,AIR FRANCE,62,62,50,0,0,29.4,8.1,46,AFR,KATL,LFPG,4
Avion,3,2019,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,62,62,50,0,0,70.6,19.4,75,DAL,KATL,LFPG,15
Avion,4,2019,International,ATLANTA,PARIS-CDG,AIR FRANCE,58,57,48.7,1,1.7000000000000002,18.2,3.5,88,AFR,KATL,LFPG,3
Avion,4,2019,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,60,60,51.3,0,0,81.8,15,92,DAL,KATL,LFPG,15
Avion,5,2019,International,ATLANTA,PARIS-CDG,AIR FRANCE,61,60,49.2,1,1.6,34.6,15,29,AFR,KATL,LFPG,5
Avion,5,2019,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,62,62,50.8,0,0,65.4,27.4,57,DAL,KATL,LFPG,17
Avion,6,2019,International,ATLANTA,PARIS-CDG,AIR FRANCE,60,59,50,1,1.7000000000000002,31,15.3,70,AFR,KATL,LFPG,12
Avion,6,2019,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,60,59,50,1,1.7000000000000002,69,33.9,57,DAL,KATL,LFPG,22
Avion,7,2019,International,ATLANTA,PARIS-CDG,AIR FRANCE,63,61,49.6,2,3.2,20,9.8,65,AFR,KATL,LFPG,7
Avion,7,2019,International,ATLANTA,PARIS-CDG,DELTA AIR LINES,62,62,50.4,0,0,80,38.7,37,DAL,KATL,LFPG,16
